Disaster_ID,Disaster_Type,Location,Magnitude,Date,Fatalities,Economic_Loss($)
23,Hurricane,Indonesia,8.80221179529412,2024-01-01 22:00:00,7954,153131596.03101614
24,Hurricane,USA,3.619608237874318,2024-01-01 23:00:00,3763,107650734.85037431
25,Wildfire,USA,2.211183422357643,2024-01-02 00:00:00,9780,313702258.79681915
26,Flood,China,2.003895812795447,2024-01-02 01:00:00,2415,970430242.1578988
27,Hurricane,Brazil,9.696287973047776,2024-01-02 02:00:00,1523,856200324.4708405
28,Flood,Indonesia,5.933946341655817,2024-01-02 03:00:00,8386,462335970.87352985
29,Flood,China,7.015748036081089,2024-01-02 04:00:00,3675,823567866.4598384
30,Tornado,India,8.254696501735088,2024-01-02 05:00:00,9403,912318985.443098
31,Hurricane,Indonesia,9.70979098673643,2024-01-02 06:00:00,59,92082187.70704757
32,Hurricane,China,6.896664400909083,2024-01-02 07:00:00,8956,237191816.30319074
33,Flood,Brazil,5.551984641951059,2024-01-02 08:00:00,2263,125198816.0385722
34,Hurricane,Japan,6.104293091226247,2024-01-02 09:00:00,856,36719660.86813793
35,Wildfire,Brazil,9.558284597597979,2024-01-02 10:00:00,4946,371790741.32691616
36,Earthquake,Japan,4.653539587428651,2024-01-02 11:00:00,3459,533489978.7625953
37,Hurricane,China,9.728581333095967,2024-01-02 12:00:00,3720,744204758.6507398
38,Flood,Indonesia,5.489677540384725,2024-01-02 13:00:00,1244,34230186.62204816
39,Tornado,Brazil,5.486963915349432,2024-01-02 14:00:00,1175,709471742.0976558
40,Tornado,China,2.3058269657237123,2024-01-02 15:00:00,8778,390260203.3986024
41,Tornado,Japan,4.66563277972036,2024-01-02 16:00:00,1715,555275050.8795121
42,Flood,China,7.327488742338145,2024-01-02 17:00:00,7056,784704507.8388357
43,Hurricane,Indonesia,6.9816267312286815,2024-01-02 18:00:00,3267,126603026.35724379
44,Hurricane,Brazil,1.150600310922632,2024-01-02 19:00:00,9842,929421240.7850996
45,Tornado,Brazil,6.69650995129891,2024-01-02 20:00:00,1458,178748896.45753253
46,Earthquake,India,8.16447946441236,2024-01-02 21:00:00,8312,21404091.57628989
47,Wildfire,Brazil,9.44919392391293,2024-01-02 22:00:00,2856,985168936.4381572
48,Flood,Indonesia,1.422323379758564,2024-01-02 23:00:00,9013,956994895.5916823
49,Hurricane,Japan,3.2631310989667215,2024-01-03 00:00:00,6848,105955580.09590104
50,Tornado,India,7.816876537545329,2024-01-03 01:00:00,4279,186332671.8350763
51,Earthquake,India,8.868929825479189,2024-01-03 02:00:00,5909,433968691.87641114
52,Earthquake,Brazil,9.26508557402309,2024-01-03 03:00:00,5147,825553164.9786
53,Earthquake,Japan,9.760155015215911,2024-01-03 04:00:00,1915,515313106.06696355
54,Hurricane,China,4.132590790657515,2024-01-03 05:00:00,9349,539999950.6023734
55,Hurricane,USA,4.477801955339826,2024-01-03 06:00:00,2754,422650507.5176937
56,Flood,Indonesia,5.258579682466716,2024-01-03 07:00:00,7292,488571360.45443636
57,Wildfire,India,1.8274137126659684,2024-01-03 08:00:00,4016,86243283.53234346
58,Hurricane,Japan,1.1447311162126252,2024-01-03 09:00:00,5765,56743978.011612415
59,Earthquake,Indonesia,6.664648902172859,2024-01-03 10:00:00,1016,485222395.19229543
60,Wildfire,India,4.7925810857854305,2024-01-03 11:00:00,9618,340304706.6870181
61,Wildfire,USA,8.852628279170467,2024-01-03 12:00:00,1798,941323423.6767006
62,Tornado,Indonesia,4.73258581311239,2024-01-03 13:00:00,6310,361735472.6081992
63,Flood,India,5.922554136724671,2024-01-03 14:00:00,2886,528332799.47960865
64,Tornado,Indonesia,7.41704002542538,2024-01-03 15:00:00,5322,420024041.422966
65,Earthquake,China,7.675280480855436,2024-01-03 16:00:00,1202,226324432.40797526
66,Wildfire,India,7.155038557799708,2024-01-03 17:00:00,2007,925584134.6773572
67,Earthquake,Brazil,7.116270493264123,2024-01-03 18:00:00,7581,389971838.8047822
68,Earthquake,Japan,8.495923160973515,2024-01-03 19:00:00,8822,808651443.7341809
69,Flood,Indonesia,3.3932877462627227,2024-01-03 20:00:00,6476,159992157.4590084
70,Flood,China,2.735551735144268,2024-01-03 21:00:00,2441,815069655.5630566
71,Tornado,China,9.468281153615093,2024-01-03 22:00:00,7354,296997653.06035244
72,Flood,Japan,2.6514904782404853,2024-01-03 23:00:00,4308,812686344.7547139
73,Flood,China,6.638911375608296,2024-01-04 00:00:00,6532,348700270.5737659
74,Hurricane,China,6.628269611607776,2024-01-04 01:00:00,8209,805231284.4091353
75,Hurricane,Indonesia,3.3841611481428875,2024-01-04 02:00:00,4901,68082418.98159117
76,Hurricane,China,5.91323886306123,2024-01-04 03:00:00,6925,959436227.5291651
77,Tornado,Brazil,1.4197201955117367,2024-01-04 04:00:00,3540,916015803.0294563
78,Tornado,China,2.2815456144046835,2024-01-04 05:00:00,1989,189392059.25299987
79,Flood,Brazil,7.516481676053277,2024-01-04 06:00:00,9914,914663694.2502426
80,Flood,Brazil,1.6838375081379489,2024-01-04 07:00:00,7394,123276430.27869561
81,Tornado,Brazil,5.407125582358597,2024-01-04 08:00:00,5890,359774108.2759241
82,Tornado,India,1.5275970207704381,2024-01-04 09:00:00,1043,785380625.5944949
83,Earthquake,Brazil,6.8728049233610875,2024-01-04 10:00:00,4063,869049597.80856
84,Flood,USA,6.101049480937973,2024-01-04 11:00:00,530,434977445.7155564
85,Hurricane,China,2.053683904026091,2024-01-04 12:00:00,368,887367502.1960772
86,Earthquake,Japan,8.346805321679732,2024-01-04 13:00:00,3325,647130898.8052177
87,Earthquake,Japan,4.772379153535389,2024-01-04 14:00:00,4239,137716353.492628
88,Earthquake,Indonesia,9.975996423902043,2024-01-04 15:00:00,1817,111831975.4169087
89,Wildfire,China,4.358859576275695,2024-01-04 16:00:00,5204,578486296.462094
90,Earthquake,Indonesia,9.05519773594075,2024-01-04 17:00:00,9473,701292827.1433696
91,Hurricane,Japan,1.3394033482397418,2024-01-04 18:00:00,8745,650653426.5763434
92,Wildfire,India,7.374062268121253,2024-01-04 19:00:00,6882,346636276.0377727
93,Hurricane,India,4.6033499505185445,2024-01-04 20:00:00,7018,26499484.42090542
94,Wildfire,Indonesia,9.23138133432629,2024-01-04 21:00:00,2770,876111647.0186605
95,Earthquake,Japan,3.524548102821275,2024-01-04 22:00:00,4838,866641393.7453916
96,Wildfire,China,2.704069671793147,2024-01-04 23:00:00,6511,751293495.4789746
97,Wildfire,Brazil,1.0953903779252654,2024-01-05 00:00:00,3592,64661427.903588966
98,Hurricane,Brazil,9.685262922453045,2024-01-05 01:00:00,9822,699755651.3834829
99,Tornado,Brazil,2.0218510099535814,2024-01-05 02:00:00,9214,253615491.92625913
100,Tornado,Japan,6.095448585380835,2024-01-05 03:00:00,149,280205277.10186887
101,Flood,Indonesia,5.0508435810260774,2024-01-05 04:00:00,8655,798763257.1758927
102,Hurricane,Brazil,4.967642141027701,2024-01-05 05:00:00,7479,366853513.16775525
103,Tornado,Brazil,6.151683173461397,2024-01-05 06:00:00,7945,351506060.3929237
104,Flood,Japan,2.5811514102399205,2024-01-05 07:00:00,4498,455668741.3812915
105,Tornado,Brazil,4.369512173322407,2024-01-05 08:00:00,3481,686864394.4843363
106,Earthquake,Brazil,4.8826872969626605,2024-01-05 09:00:00,6290,302196217.4925131
107,Flood,Indonesia,1.8785501494500014,2024-01-05 10:00:00,7141,794402551.6514747
108,Tornado,USA,6.1121142457285895,2024-01-05 11:00:00,356,694074230.6552773
109,Earthquake,Brazil,2.134896565686996,2024-01-05 12:00:00,8749,769133943.7505946
110,Wildfire,Indonesia,4.889894058883268,2024-01-05 13:00:00,6058,267702394.50212604
111,Flood,India,4.413747172322083,2024-01-05 14:00:00,2659,659617969.5058589
112,Hurricane,India,5.866977795266464,2024-01-05 15:00:00,1632,563151545.4223472
113,Tornado,China,3.616343002808046,2024-01-05 16:00:00,9576,499838912.5535246
114,Earthquake,Brazil,3.879661479044658,2024-01-05 17:00:00,4768,997541934.9207431
115,Earthquake,India,8.85704814464599,2024-01-05 18:00:00,1162,264646117.771069
116,Wildfire,India,7.392052825571328,2024-01-05 19:00:00,3358,345640696.3783853
117,Hurricane,China,4.351117747632754,2024-01-05 20:00:00,4928,808158355.3682438
118,Flood,Indonesia,1.649264206051229,2024-01-05 21:00:00,9729,628163034.4932956
119,Hurricane,China,7.0907340969555515,2024-01-05 22:00:00,690,146746828.56088573
120,Hurricane,China,7.815379428505033,2024-01-05 23:00:00,3442,544709175.3484691
121,Earthquake,Japan,8.422013012898388,2024-01-06 00:00:00,3528,789667706.4060827
122,Wildfire,Japan,6.714231047797365,2024-01-06 01:00:00,7376,636305399.0446793
123,Earthquake,Indonesia,4.6262148444213675,2024-01-06 02:00:00,6340,301356054.250849
124,Flood,Indonesia,6.598528625457069,2024-01-06 03:00:00,4042,301089552.6826132
125,Wildfire,India,3.1099697569642255,2024-01-06 04:00:00,3503,895613135.2836335
126,Tornado,USA,4.336670702915722,2024-01-06 05:00:00,2242,593644905.3817499
127,Tornado,USA,2.8964435880638097,2024-01-06 06:00:00,4093,932813611.1089646
128,Flood,Japan,7.1949817142426875,2024-01-06 07:00:00,3070,25930266.96423501
129,Earthquake,Indonesia,8.532080114903112,2024-01-06 08:00:00,6006,387075318.96366763
130,Wildfire,India,5.3632521616156765,2024-01-06 09:00:00,4651,112483134.84867853
131,Tornado,Japan,1.591874619549991,2024-01-06 10:00:00,3589,748507143.3742104
132,Earthquake,Brazil,1.3378465509895587,2024-01-06 11:00:00,4554,458843599.5843644
133,Hurricane,Brazil,8.506991021311308,2024-01-06 12:00:00,9324,182221504.34839445
134,Hurricane,USA,9.94405222123942,2024-01-06 13:00:00,5556,614169230.472765
135,Tornado,Indonesia,5.974414315263447,2024-01-06 14:00:00,7111,653329513.6316326
136,Hurricane,China,4.317610561082712,2024-01-06 15:00:00,1372,495705646.48193127
137,Hurricane,India,5.012684530215269,2024-01-06 16:00:00,1174,495277987.3797848
138,Earthquake,Indonesia,9.047110534773164,2024-01-06 17:00:00,4839,645862920.5267754
139,Tornado,India,9.09284602496822,2024-01-06 18:00:00,2211,107092895.95098162
140,Wildfire,India,5.322664734717208,2024-01-06 19:00:00,8764,726870765.3453792
141,Tornado,Japan,8.545265980963684,2024-01-06 20:00:00,5942,121478028.39819096
142,Tornado,USA,8.183347026442524,2024-01-06 21:00:00,2697,398593722.82429683
143,Wildfire,Japan,1.561752192559374,2024-01-06 22:00:00,1808,35577042.52094978
144,Earthquake,China,6.763275768142148,2024-01-06 23:00:00,6915,135454671.6940448
145,Wildfire,Japan,9.482560097617252,2024-01-07 00:00:00,2474,767014766.6610676
146,Flood,India,9.424886162811772,2024-01-07 01:00:00,3068,112441465.56063463
147,Earthquake,Indonesia,4.472710801851562,2024-01-07 02:00:00,3921,939728784.4480282
148,Earthquake,Brazil,8.487854395193095,2024-01-07 03:00:00,2962,381301684.2045738
149,Flood,India,1.5534064694191798,2024-01-07 04:00:00,5875,942232993.2425015
150,Earthquake,China,1.6137971052806472,2024-01-07 05:00:00,1060,113948702.52567188
151,Hurricane,India,1.395693572378897,2024-01-07 06:00:00,232,480003291.69989413
152,Hurricane,India,6.268774983607952,2024-01-07 07:00:00,3464,390997401.7089696
153,Tornado,USA,8.955033759033473,2024-01-07 08:00:00,891,447236758.7452049
154,Tornado,India,9.764176847532354,2024-01-07 09:00:00,1968,456050961.56333816
155,Hurricane,Japan,8.461211960874218,2024-01-07 10:00:00,5655,919106217.5675161
156,Earthquake,USA,9.807741197617114,2024-01-07 11:00:00,8523,288440280.8515072
157,Earthquake,USA,8.688713597663316,2024-01-07 12:00:00,4536,541617615.8117986
158,Earthquake,Brazil,3.7778462984484427,2024-01-07 13:00:00,7961,779049842.0334027
159,Flood,USA,2.665280053258485,2024-01-07 14:00:00,9056,770854037.1755983
160,Earthquake,Japan,6.18504565724108,2024-01-07 15:00:00,3914,171906333.82664967
161,Wildfire,China,9.335068697838233,2024-01-07 16:00:00,1856,161170400.48422283
162,Wildfire,Japan,9.105501634759786,2024-01-07 17:00:00,1964,73798674.43118833
163,Tornado,Brazil,6.932206023329222,2024-01-07 18:00:00,4850,651897376.6637405
164,Tornado,Japan,7.792206023784017,2024-01-07 19:00:00,4321,643295361.2522192
165,Flood,Indonesia,6.672606243241265,2024-01-07 20:00:00,8994,61201633.256795295
166,Tornado,India,8.278736153177384,2024-01-07 21:00:00,1366,392032383.83241683
167,Flood,Indonesia,9.862703245494956,2024-01-07 22:00:00,9963,76166885.52698137
168,Earthquake,Brazil,3.5375403307399065,2024-01-07 23:00:00,2365,562281189.9036585
169,Earthquake,China,7.9878258629792676,2024-01-08 00:00:00,2723,212534336.55437687
170,Earthquake,Indonesia,6.15566733721519,2024-01-08 01:00:00,5993,569091884.5165241
171,Earthquake,USA,3.3776978044612265,2024-01-08 02:00:00,3301,587618407.9411032
172,Hurricane,Indonesia,9.867049440403092,2024-01-08 03:00:00,9050,506624283.7840291
173,Wildfire,China,1.8522716300338269,2024-01-08 04:00:00,278,285351798.95932436
174,Wildfire,USA,8.936016698325922,2024-01-08 05:00:00,909,763893966.7658374
175,Wildfire,Indonesia,5.834604953137629,2024-01-08 06:00:00,6076,839614033.7574636
176,Hurricane,India,3.89771514667732,2024-01-08 07:00:00,4666,858214422.5185747
177,Earthquake,China,3.5319934064666936,2024-01-08 08:00:00,9861,467669029.264292
178,Wildfire,Japan,1.3628833252906372,2024-01-08 09:00:00,7746,519504263.967385
179,Wildfire,Japan,9.642785883759846,2024-01-08 10:00:00,6830,967138779.6673601
180,Earthquake,China,6.047654712984095,2024-01-08 11:00:00,7069,375842432.22005683
181,Wildfire,Brazil,8.939447313637277,2024-01-08 12:00:00,4419,255543524.56523463
182,Hurricane,India,2.8324638326817335,2024-01-08 13:00:00,3541,438731959.52141696
183,Flood,Indonesia,1.0924387301034182,2024-01-08 14:00:00,7476,142709034.40725043
184,Wildfire,India,3.8938711723213446,2024-01-08 15:00:00,7636,370902045.9477739
185,Earthquake,China,3.576145201348739,2024-01-08 16:00:00,661,104314220.60558616
186,Wildfire,China,4.611468981368809,2024-01-08 17:00:00,6563,362262463.92384166
187,Wildfire,India,3.574667436064516,2024-01-08 18:00:00,2921,976470942.0364369
188,Earthquake,China,4.9129834001560635,2024-01-08 19:00:00,918,799070372.6972487
189,Earthquake,Indonesia,4.293376626295356,2024-01-08 20:00:00,8445,867166824.6233245
190,Earthquake,Indonesia,3.268411740152426,2024-01-08 21:00:00,6101,328257220.7798191
191,Wildfire,India,2.758619154052882,2024-01-08 22:00:00,9961,775133641.2874465
192,Tornado,China,8.62062464937648,2024-01-08 23:00:00,8529,820465810.305378
193,Tornado,Brazil,6.529288229086188,2024-01-09 00:00:00,7540,983864955.6505156
194,Hurricane,USA,1.6684357418865496,2024-01-09 01:00:00,1625,947159414.9916555
195,Hurricane,USA,5.09215879337693,2024-01-09 02:00:00,4491,189067878.66288576
196,Wildfire,Indonesia,4.72070950308575,2024-01-09 03:00:00,8278,634138973.9045975
197,Hurricane,Brazil,1.0236226910365973,2024-01-09 04:00:00,1191,984361264.7589157
198,Hurricane,China,7.856827117599084,2024-01-09 05:00:00,6504,855335110.6441114
199,Flood,Brazil,4.067840526577411,2024-01-09 06:00:00,6642,276072969.40653515
200,Wildfire,China,1.235975766100529,2024-01-09 07:00:00,7701,515126230.35777813
201,Wildfire,India,4.805046715602364,2024-01-09 08:00:00,3877,9910183.131027605
202,Tornado,China,7.032935428329518,2024-01-09 09:00:00,6932,597336588.9537075
203,Tornado,Brazil,1.731471704738523,2024-01-09 10:00:00,297,857083843.8273361
204,Wildfire,USA,2.4577904184654553,2024-01-09 11:00:00,9921,995071682.6078398
205,Hurricane,Brazil,8.950893369067959,2024-01-09 12:00:00,3572,432674708.4076378
206,Tornado,Brazil,2.6449632944367036,2024-01-09 13:00:00,3830,397027384.6124045
207,Flood,Japan,2.8852260676177486,2024-01-09 14:00:00,1092,351110190.93574256
208,Hurricane,India,4.724378355924918,2024-01-09 15:00:00,5315,223766335.49907985
209,Wildfire,India,9.78541214029959,2024-01-09 16:00:00,6360,418808633.16014767
210,Flood,USA,7.953244849538768,2024-01-09 17:00:00,4836,617781601.802871
211,Earthquake,Indonesia,3.019393471784241,2024-01-09 18:00:00,1386,668499785.0801094
212,Tornado,Brazil,7.779694769401895,2024-01-09 19:00:00,5715,978247493.5220877
213,Flood,China,5.453182284090002,2024-01-09 20:00:00,9446,695650408.0333422
214,Wildfire,Indonesia,4.5378788889174135,2024-01-09 21:00:00,119,417848475.5726754
215,Tornado,Japan,4.144200422505772,2024-01-09 22:00:00,7364,213260010.50043416
216,Hurricane,USA,4.206678230049054,2024-01-09 23:00:00,3265,918653731.8002048
217,Tornado,USA,9.214580303965194,2024-01-10 00:00:00,142,31326112.40496929
218,Tornado,Brazil,9.022133069103978,2024-01-10 01:00:00,3404,2103077.9123414215
219,Flood,Indonesia,8.68417477786923,2024-01-10 02:00:00,737,382980916.4205869
220,Tornado,Japan,3.8027730975723357,2024-01-10 03:00:00,3015,629099671.0814583
221,Flood,Indonesia,9.784831187349223,2024-01-10 04:00:00,5245,509508723.8447526
222,Hurricane,India,4.3133784046169685,2024-01-10 05:00:00,4847,537779388.07032
223,Tornado,India,2.4933115656338636,2024-01-10 06:00:00,3935,827862095.1714988
224,Hurricane,China,8.285457532647982,2024-01-10 07:00:00,2093,169488095.84154755
225,Tornado,Brazil,6.650050175241171,2024-01-10 08:00:00,4010,688390455.1438683
226,Wildfire,Japan,9.926282754276082,2024-01-10 09:00:00,2372,641563406.3016031
227,Flood,Japan,2.518336906603663,2024-01-10 10:00:00,2757,206473370.18953136
228,Hurricane,China,9.30945723732687,2024-01-10 11:00:00,3000,574664280.965762
229,Hurricane,China,6.957206868537989,2024-01-10 12:00:00,6001,669316454.2068099
230,Tornado,India,6.693814890041866,2024-01-10 13:00:00,4869,658806077.772422
231,Wildfire,India,5.829037785345699,2024-01-10 14:00:00,2643,440059863.8790626
232,Tornado,China,8.056837512498609,2024-01-10 15:00:00,9083,37810503.0772353
233,Earthquake,Brazil,7.459673661570076,2024-01-10 16:00:00,5776,936690617.9350458
234,Flood,USA,6.82013354905318,2024-01-10 17:00:00,9409,759891760.4347435
235,Hurricane,China,1.4576479388225838,2024-01-10 18:00:00,120,506539444.884149
236,Flood,Indonesia,6.388456515228929,2024-01-10 19:00:00,6701,206951950.80426624
237,Flood,Brazil,3.7392688684284323,2024-01-10 20:00:00,9748,841997740.2097708
238,Hurricane,India,1.5181045897132455,2024-01-10 21:00:00,1691,649250391.8675525
239,Hurricane,Indonesia,7.2017703151402594,2024-01-10 22:00:00,5043,857999870.5469533
240,Earthquake,Brazil,3.3027481625702064,2024-01-10 23:00:00,7322,598136683.8564942
241,Tornado,Indonesia,7.763969804465459,2024-01-11 00:00:00,9158,47797214.216987014
242,Hurricane,China,6.92454429624258,2024-01-11 01:00:00,2647,664035015.4767555
243,Earthquake,USA,9.820985780536173,2024-01-11 02:00:00,809,890625814.9456524
244,Hurricane,Japan,5.389432375270779,2024-01-11 03:00:00,2770,385775416.11723274
245,Hurricane,USA,6.46700418179267,2024-01-11 04:00:00,4625,355293705.0159227
246,Earthquake,USA,3.168353748430983,2024-01-11 05:00:00,1283,420538103.1623466
247,Flood,India,7.108076474625135,2024-01-11 06:00:00,3655,452226100.6560628
248,Earthquake,India,9.51096289833177,2024-01-11 07:00:00,3690,362617266.1795107
249,Flood,India,1.7716991635609476,2024-01-11 08:00:00,345,655184263.93014
250,Flood,China,7.15268943155288,2024-01-11 09:00:00,86,882065481.6963984
251,Hurricane,USA,7.47928154155117,2024-01-11 10:00:00,8691,264538787.20246375
252,Wildfire,Japan,3.5447045473051846,2024-01-11 11:00:00,6174,794006081.294784
253,Tornado,USA,9.866386972862669,2024-01-11 12:00:00,1933,577559884.3877194
254,Hurricane,Brazil,3.6419145096179975,2024-01-11 13:00:00,6593,68352381.31942658
255,Earthquake,Indonesia,9.91551673354877,2024-01-11 14:00:00,7679,413633204.4614706
256,Flood,Indonesia,2.924298699687135,2024-01-11 15:00:00,4201,541910903.6164203
257,Earthquake,India,8.924503014662012,2024-01-11 16:00:00,337,368445172.4278785
258,Hurricane,USA,2.4566831452380455,2024-01-11 17:00:00,3711,169245973.51792836
259,Tornado,China,9.523129872507283,2024-01-11 18:00:00,9280,37340587.14364606
260,Tornado,China,9.275046951237915,2024-01-11 19:00:00,9337,193224974.27521488
261,Wildfire,USA,6.784152192661672,2024-01-11 20:00:00,9670,223456784.5692241
262,Tornado,Brazil,7.685493715431554,2024-01-11 21:00:00,3254,755444052.777003
263,Tornado,Japan,7.081054198389404,2024-01-11 22:00:00,4370,825425627.314705
264,Flood,India,4.018108174253135,2024-01-11 23:00:00,7747,128833422.89010526
265,Hurricane,India,8.047145256517737,2024-01-12 00:00:00,5827,670778831.2187536
266,Earthquake,Japan,2.5273862492278343,2024-01-12 01:00:00,2162,685346171.1904639
267,Wildfire,India,4.951227461677653,2024-01-12 02:00:00,3097,533022418.1073499
268,Tornado,Brazil,6.25865615523666,2024-01-12 03:00:00,2858,533028482.70616084
269,Earthquake,Indonesia,6.336556038418661,2024-01-12 04:00:00,3285,307211172.05499387
270,Wildfire,USA,5.512470279324216,2024-01-12 05:00:00,1227,370356636.1004609
271,Earthquake,India,5.619289570027434,2024-01-12 06:00:00,9267,784229966.2026821
272,Flood,Brazil,9.01159743942999,2024-01-12 07:00:00,6424,857899931.708222
273,Flood,USA,3.6280841914968534,2024-01-12 08:00:00,4741,861231929.6258389
274,Earthquake,USA,7.999677182806136,2024-01-12 09:00:00,5187,585381611.3646582
275,Earthquake,Japan,5.878673283058601,2024-01-12 10:00:00,9125,850593240.0038278
276,Flood,Japan,5.378543232461417,2024-01-12 11:00:00,2975,654201453.9986043
277,Hurricane,USA,7.098348963510192,2024-01-12 12:00:00,6477,118348243.63559322
278,Flood,Japan,1.8159155434684937,2024-01-12 13:00:00,3898,242395239.2995866
279,Tornado,Brazil,2.071351942461424,2024-01-12 14:00:00,5986,33712494.76763847
280,Hurricane,China,4.176928418806021,2024-01-12 15:00:00,4063,726101843.1703068
281,Flood,Indonesia,1.4620746984963064,2024-01-12 16:00:00,9568,215890032.90131235
282,Wildfire,China,5.059580423949267,2024-01-12 17:00:00,1185,463939711.9507888
283,Earthquake,Indonesia,5.228233733796181,2024-01-12 18:00:00,6299,745113865.2823485
284,Flood,India,1.9113919665335226,2024-01-12 19:00:00,516,50525297.14424583
285,Hurricane,Japan,1.569483867643572,2024-01-12 20:00:00,8458,484974499.72680056
286,Hurricane,USA,6.644512163004953,2024-01-12 21:00:00,310,477279249.94417346
287,Flood,USA,9.668984193604304,2024-01-12 22:00:00,5232,935215915.1679001
288,Earthquake,Brazil,1.6548547344158169,2024-01-12 23:00:00,3566,915869961.4526227
289,Earthquake,China,9.450199760947458,2024-01-13 00:00:00,1020,938210012.0193875
290,Flood,Indonesia,4.213554801079457,2024-01-13 01:00:00,9782,734018720.3321497
291,Hurricane,Brazil,4.6579794948320945,2024-01-13 02:00:00,8085,728196689.4320416
292,Tornado,Brazil,5.700962430613721,2024-01-13 03:00:00,9308,662819603.810913
293,Earthquake,Indonesia,2.6368432815399916,2024-01-13 04:00:00,119,97482315.23925932
294,Flood,China,5.4476981948072485,2024-01-13 05:00:00,3333,942941718.7290289
295,Tornado,Indonesia,5.716667942442213,2024-01-13 06:00:00,5981,735654370.3200238
296,Tornado,Brazil,5.190270534967134,2024-01-13 07:00:00,2007,66381267.58862943
297,Hurricane,USA,6.8418134944528495,2024-01-13 08:00:00,4835,53034150.165095404
298,Hurricane,India,7.173168032383877,2024-01-13 09:00:00,4996,816478872.0135833
299,Hurricane,Brazil,3.0382712924644215,2024-01-13 10:00:00,2809,157279282.74436527
300,Wildfire,India,9.898941415624043,2024-01-13 11:00:00,675,956236630.0758048
301,Tornado,USA,1.0271254117020234,2024-01-13 12:00:00,2854,62747481.79669022
302,Earthquake,India,3.3228018265646337,2024-01-13 13:00:00,2696,625854349.2566488
303,Earthquake,USA,9.737114095946238,2024-01-13 14:00:00,4758,472723113.1894281
304,Tornado,Brazil,9.6809141191616,2024-01-13 15:00:00,2524,705223467.5049199
305,Tornado,India,7.588165764849009,2024-01-13 16:00:00,3263,737558516.7960124
306,Flood,Brazil,1.1174756854569345,2024-01-13 17:00:00,4702,700595665.8930215
307,Wildfire,India,6.104071511752525,2024-01-13 18:00:00,3181,958131875.186663
308,Wildfire,Japan,1.6631863596088525,2024-01-13 19:00:00,2709,711802847.4891521
309,Tornado,Japan,7.603265140631869,2024-01-13 20:00:00,5379,53363486.969092
310,Earthquake,Japan,6.8583918569436495,2024-01-13 21:00:00,6668,261374097.41060805
311,Flood,Indonesia,5.50438760023952,2024-01-13 22:00:00,3640,310261227.7422317
312,Wildfire,USA,7.559112966272163,2024-01-13 23:00:00,8398,362213064.9949492
313,Wildfire,USA,8.922218896536084,2024-01-14 00:00:00,2501,489724066.50852954
314,Tornado,Brazil,6.533785406533797,2024-01-14 01:00:00,3480,949932346.4589877
315,Wildfire,Brazil,5.507404138216411,2024-01-14 02:00:00,4221,749642503.8228364
316,Flood,Brazil,7.8893651272523435,2024-01-14 03:00:00,3921,305020324.0770264
317,Flood,India,1.7179080451744007,2024-01-14 04:00:00,7699,985304555.1271299
318,Flood,Japan,7.836373033366576,2024-01-14 05:00:00,5823,193207042.79176596
319,Tornado,China,6.749098498283617,2024-01-14 06:00:00,4994,674573482.4647925
320,Earthquake,USA,8.857394313422166,2024-01-14 07:00:00,1926,782271649.3832299
321,Tornado,China,1.8044983714275198,2024-01-14 08:00:00,6840,534164072.14378
322,Wildfire,India,7.015125871903279,2024-01-14 09:00:00,1676,2565450.0856325887
